img_entrenamiento,validacion,preprocesamiento,inpaint,RGB_gray,arquitectura,capas,filtros,neuronas,test,Acc,Bal_acc,F_score,Kappa,AUC,Tiempo(mins)
OCT,Sí­,Sí­,No,RGB,Rajagopalan,5,2.0,256/128,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.49716586585877315,1.0706116755803425
OCT,Sí­,Sí­,No,RGB,Alqudah,4,2.0,128/64,iphone,0.47474747474747475,0.241520979020979,0.3930671544844773,0.07857526400572756,0.5360898004288129,1.8960201462109885
OCT,Sí­,Sí­,Sí­,RGB,Ghosh,9,2.0,256/1024/512,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.4401279826724423,3.252503391106923
OCT,Sí­,Sí­,No,RGB,Alqudah,4,2.0,128/64,Samsung,0.44086021505376344,0.2175075987841945,0.3804567594890175,-0.0008278145695364003,0.4272584287501438,1.8960201462109885
OCT,Sí­,Sí­,Sí­,RGB,Ghosh,9,2.0,256/1024/512,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.49309972975220057,3.252503391106923
OCT,Sí­,Sí­,No,RGB,Ghosh,9,2.0,128/256/512,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5186221201175808,2.272709405422211
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,1.0,128/256,iphone,0.43434343434343436,0.18409090909090908,0.30832763256479456,-0.05279149259399918,0.5473697387607348,1.3948013544082642
OCT,Sí­,Sí­,No,RGB,Ghosh,9,2.0,128/256/512,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.4729181100570189,2.272709405422211
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,1.0,128/256,Samsung,0.5161290322580645,0.21548936170212768,0.3931953137538116,0.05551794177386604,0.4796499615846025,1.3948013544082642
OCT,Sí­,Sí­,No,RGB,Rajagopalan,5,2.0,128/64,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5,1.4940380771954855
OCT,Sí­,Sí­,No,RGB,Rajagopalan,5,2.0,128/64,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.5027951807228915,1.4940380771954855
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,0.5,0/0,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.4849018429994055,0.7972740014394124
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,0.5,0/0,Samsung,0.4946236559139785,0.19574468085106383,0.33691756272401435,-0.011337343822304335,0.4829072484035043,0.7972740014394124
OCT,Sí­,Sí­,No,RGB,Mobeen,2,2.0,64/128,iphone,0.47474747474747475,0.19583333333333333,0.3121627231216272,-0.012588512981903888,0.48736657891225105,3.015351827939351
OCT,Sí­,Sí­,No,RGB,Alqudah,4,2.0,64/128,iphone,0.45454545454545453,0.22333916083916083,0.3697691197691197,0.03710374639769454,0.5236913725705542,1.8187299728393556
OCT,Sí­,Sí­,No,RGB,Mobeen,2,2.0,64/128,Samsung,0.4946236559139785,0.19574468085106383,0.3344936953662876,-0.01157139551029851,0.5291443312748078,3.015351827939351
OCT,Sí­,Sí­,No,RGB,Alqudah,4,2.0,64/128,Samsung,0.5161290322580645,0.230468085106383,0.4256129032258065,0.091796875,0.49581661859918924,1.8187299728393556
OCT,Sí­,Sí­,No,RGB,Rajagopalan,5,2.0,64/128,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5,1.3489350239435831
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,0.5,512/256,iphone,0.48484848484848486,0.20492424242424243,0.3328340880065018,0.010194079592236838,0.5206157679046622,0.7295463999112447
OCT,Sí­,Sí­,No,RGB,Rajagopalan,5,2.0,64/128,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.502876404494382,1.3489350239435831
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,0.5,512/256,Samsung,0.5053763440860215,0.222468085106383,0.4128786917421723,0.07602591792656599,0.4947854925051184,0.7295463999112447
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,0.5,128/64,iphone,0.3939393939393939,0.17727272727272728,0.3039464411557435,-0.07667210440456751,0.5254062916729252,0.7137513200441996
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,0.5,128/64,Samsung,0.4946236559139785,0.20697872340425533,0.37921211331121957,0.02345844504021455,0.47439202126278734,0.7137513200441996
OCT,Sí­,Sí­,No,RGB,Mobeen,3,1.0,100/50,iphone,0.46464646464646464,0.19166666666666668,0.3076280041797283,-0.02580645161290307,0.4916967478900075,1.7511521379152934
OCT,Sí­,Sí­,No,RGB,Alqudah,4,2.0,128/256,iphone,0.37373737373737376,0.18015734265734268,0.3166688384079689,-0.03699949315762785,0.47966587244506653,1.8963321248690288
OCT,Sí­,Sí­,No,RGB,Mobeen,3,1.0,100/50,Samsung,0.4946236559139785,0.19574468085106383,0.3344936953662876,-0.012977983777520352,0.5164356952635794,1.7511521379152934
OCT,Sí­,Sí­,No,RGB,Alqudah,4,2.0,128/256,Samsung,0.45161290322580644,0.21617021276595744,0.39817518859548706,0.055743579534142995,0.5218337858088116,1.8963321248690288
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,0.5,64/128,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5189553779001609,0.7256194233894349
OCT,Sí­,Sí­,No,RGB,Rajagopalan,5,2.0,128/256,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.4932573724724888,1.8401106119155883
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,0.5,64/128,Samsung,0.5161290322580645,0.20800000000000002,0.3624435439241659,0.02674418604651163,0.5428973415965263,0.7256194233894349
OCT,Sí­,Sí­,No,RGB,Rajagopalan,5,2.0,128/256,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.5005415230182612,1.8401106119155883
OCT,Sí­,Sí­,No,RGB,Ghosh,9,2.0,512/256/128,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5303196711743534,4.329463215668996
OCT,Sí­,Sí­,No,RGB,Ghosh,9,2.0,512/256/128,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.5100712660051882,4.329463215668996
OCT,Sí­,Sí­,Sí­,RGB,Ghosh,9,2.0,128/512/256,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.4764107746914612,4.93693733215332
OCT,Sí­,Sí­,No,RGB,Alqudah,6,1.0,0/0,iphone,0.40404040404040403,0.17788461538461536,0.30032381228553473,-0.06065008171418196,0.4839913030218962,0.7495307087898254
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,0.5,128/256,iphone,0.4444444444444444,0.18333333333333332,0.30917874396135264,-0.02023608768971319,0.5280087126390447,0.6002520124117533
OCT,Sí­,Sí­,Sí­,RGB,Ghosh,9,2.0,128/512/256,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.5644707763777801,4.93693733215332
OCT,Sí­,Sí­,No,RGB,Alqudah,6,1.0,0/0,Samsung,0.46236559139784944,0.20544680851063832,0.39024471063836835,0.03626943005181349,0.4647986606111546,0.7495307087898254
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,0.5,128/256,Samsung,0.4946236559139785,0.19948936170212767,0.3561187916026626,0.013318284424379323,0.5502227958137251,0.6002520124117533
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,1.0,512/256,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5,0.9192919214566548
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,1.0,512/256,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.4947951807228915,0.9192919214566548
OCT,Sí­,Sí­,No,RGB,Alqudah,6,1.0,512/256,iphone,0.3333333333333333,0.20425407925407923,0.3120206958860971,-0.0009191176470588758,0.474202805305902,1.16353790362676
OCT,Sí­,Sí­,No,RGB,Alqudah,6,1.0,512/256,Samsung,0.34408602150537637,0.17361702127659576,0.33107825567502985,-0.011951480556546601,0.5232539592417633,1.16353790362676
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,1.0,1024/512,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5,1.1393268903096516
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,1.0,1024/512,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.49930090008139205,1.1393268903096516
OCT,Sí­,Sí­,Sí­,RGB,Ghosh,9,2.0,64/256/128,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5114283973567645,2.0679097334543863
OCT,Sí­,Sí­,Sí­,RGB,Ghosh,9,2.0,64/256/128,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.5028126535876789,2.0679097334543863
OCT,Sí­,Sí­,No,RGB,Ghosh,13,1.0,256/1024/512,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5188916206497975,2.574629032611847
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,2.0,0/0,iphone,0.48484848484848486,0.2,0.31880448318804483,0.00512315270935948,0.5117613573985605,2.26155770222346
OCT,Sí­,Sí­,No,RGB,Alqudah,6,1.0,128/64,iphone,0.35353535353535354,0.2161421911421911,0.31564664714703994,0.014465702286514226,0.49870997347523893,1.0127682089805603
OCT,Sí­,Sí­,No,RGB,Ghosh,13,1.0,256/1024/512,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.4952764963857823,2.574629032611847
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,2.0,0/0,Samsung,0.5053763440860215,0.20748936170212767,0.37275985663082445,0.025068368277119557,0.48773081607814095,2.26155770222346
OCT,Sí­,Sí­,No,RGB,Alqudah,6,1.0,128/64,Samsung,0.34408602150537637,0.1811063829787234,0.32620242087113227,-0.007816663705809246,0.4874685130832358,1.0127682089805603
OCT,Sí­,Sí­,No,RGB,Mobeen,3,1.0,256/128,iphone,0.41414141414141414,0.2015151515151515,0.32977984977984975,-0.015923566878980777,0.5070826477616677,3.8419782201449078
OCT,Sí­,Sí­,No,RGB,Mobeen,3,1.0,256/128,Samsung,0.4946236559139785,0.19574468085106383,0.3344936953662876,-0.01157139551029851,0.5442975207582628,3.8419782201449078
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,1.0,256/128,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.4898808429821363,1.2193018515904746
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,1.0,256/128,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.5028341341412268,1.2193018515904746
OCT,Sí­,Sí­,No,RGB,Ghosh,13,1.0,128/512/256,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.4818722558929001,0.7775818864504497
OCT,Sí­,Sí­,No,RGB,Ghosh,13,1.0,128/512/256,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.5425074698787261,0.7775818864504497
OCT,Sí­,Sí­,No,RGB,Alqudah,6,1.0,64/128,iphone,0.46464646464646464,0.19166666666666668,0.31412718736662393,-0.011372397841171944,0.48559155025079664,0.8869445999463399
OCT,Sí­,Sí­,No,RGB,Alqudah,6,1.0,64/128,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.5153760720144953,0.8869445999463399
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,1.0,128/64,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.49644010256418547,0.7470235665639241
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,1.0,128/64,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.453902807967501,0.7470235665639241
OCT,Sí­,Sí­,Sí­,RGB,Ghosh,9,2.0,128/256/512,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.49631770366598127,2.4698554635047913
OCT,Sí­,Sí­,No,RGB,Alqudah,6,1.0,128/256,iphone,0.42424242424242425,0.20099067599067597,0.34205146705146694,-0.0024871202700302852,0.49787256125709056,1.076275634765625
OCT,Sí­,Sí­,Sí­,RGB,Ghosh,9,2.0,128/256/512,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.4690612201127708,2.4698554635047913
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,2.0,512/256,iphone,0.43434343434343436,0.20871212121212118,0.35095672168842906,0.02428722280887008,0.5508256104326245,2.361135808626811
OCT,Sí­,Sí­,No,RGB,Alqudah,6,1.0,128/256,Samsung,0.43010752688172044,0.17395744680851064,0.33956528971191724,-0.02858931552587629,0.4856266190206622,1.076275634765625
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,2.0,512/256,Samsung,0.45161290322580644,0.2011914893617021,0.37573856273985845,-0.005511977952088243,0.4569368276598783,2.361135808626811
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,1.0,64/128,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5148784308590303,1.2182047168413799
OCT,Sí­,Sí­,No,RGB,Ghosh,13,1.0,64/256/128,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.46869118614392835,2.0263747135798136
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,1.0,64/128,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.49883720930232556,1.2182047168413799
OCT,Sí­,Sí­,No,RGB,Alqudah,6,0.5,0/0,iphone,0.45454545454545453,0.2268939393939394,0.3697385434392759,0.06194069134935953,0.5334473044677,0.544442105293274
OCT,Sí­,Sí­,No,RGB,Ghosh,13,1.0,64/256/128,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.5224819655335404,2.0263747135798136
OCT,Sí­,Sí­,No,RGB,Alqudah,6,0.5,0/0,Samsung,0.44086021505376344,0.20817021276595743,0.39013733944609524,0.03684524995020899,0.5031701332172591,0.544442105293274
OCT,Sí­,Sí­,No,RGB,Mobeen,3,1.0,128/64,iphone,0.494949494949495,0.225,0.3393939393939394,0.041440743609604924,0.46832884208055203,3.2154365301132204
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,1.0,128/256,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.49534070580582207,0.608296275138855
OCT,Sí­,Sí­,No,RGB,Mobeen,3,1.0,128/64,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.4957586593430747,3.2154365301132204
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,1.0,128/256,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.5011627906976744,0.608296275138855
OCT,Sí­,Sí­,No,RGB,Alqudah,6,0.5,512/256,iphone,0.29292929292929293,0.15804195804195803,0.27088689690315704,-0.08484658735128359,0.46909860821376803,0.8661089340845743
OCT,Sí­,Sí­,No,RGB,Alqudah,6,0.5,512/256,Samsung,0.3763440860215054,0.16017021276595744,0.3574214632089396,0.03626943005181349,0.5020220985935927,0.8661089340845743
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,0.5,512/256,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5344667081733366,0.6012452165285747
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,2.0,128/64,iphone,0.47474747474747475,0.2281177156177156,0.368143913782859,0.041519270154533716,0.5570563266481063,1.9810811758041382
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,0.5,512/256,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.4826242004362129,0.6012452165285747
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,2.0,128/64,Samsung,0.5053763440860215,0.20374468085106381,0.3585780438853196,0.015193370165745845,0.48485362868740617,1.9810811758041382
OCT,Sí­,Sí­,No,RGB,Alqudah,6,0.5,128/64,iphone,0.47474747474747475,0.21197552447552445,0.3485627082749385,0.025000000000000022,0.5595041629458991,0.6149034182230632
OCT,Sí­,Sí­,No,RGB,Ghosh,13,1.0,128/256/512,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5151714122768718,1.8082746108373007
OCT,Sí­,Sí­,No,RGB,Alqudah,6,0.5,128/64,Samsung,0.4838709677419355,0.22221276595744682,0.4006675733430952,0.04472501604964696,0.5733101254968485,0.6149034182230632
OCT,Sí­,Sí­,No,RGB,Ghosh,13,1.0,128/256/512,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.438393272212158,1.8082746108373007
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,0.5,1024/512,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5349504240974519,0.6484106739362081
OCT,Sí­,Sí­,No,RGB,Mobeen,3,1.0,64/32,iphone,0.13131313131313133,0.22884615384615384,0.04843727126335823,0.004676174888940676,0.4771805121808231,1.70408136844635
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,0.5,1024/512,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.5001842020320018,0.6484106739362081
OCT,Sí­,Sí­,No,RGB,Mobeen,3,1.0,64/32,Samsung,0.043010752688172046,0.2,0.0037400654511453957,-0.008160779537149887,0.4985347891705019,1.70408136844635
OCT,Sí­,Sí­,No,RGB,Alqudah,6,0.5,64/128,iphone,0.31313131313131315,0.16008158508158507,0.27797815440190377,-0.10360655737704905,0.43702503744787047,0.6936652541160584
OCT,Sí­,Sí­,Sí­,RGB,Ghosh,9,2.0,512/256/128,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.49670032274652354,3.6023525953292848
OCT,Sí­,Sí­,No,RGB,Alqudah,6,0.5,64/128,Samsung,0.3978494623655914,0.19863829787234044,0.36335125448028677,0.019024298361273284,0.4876103762812427,0.6936652541160584
OCT,Sí­,Sí­,No,RGB,Ghosh,13,1.0,512/256/128,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.48909339461820495,0.8590890169143677
OCT,Sí­,Sí­,Sí­,RGB,Ghosh,9,2.0,512/256/128,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.4801916700615204,3.6023525953292848
OCT,Sí­,Sí­,No,RGB,Ghosh,13,1.0,512/256/128,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.4509262531055068,0.8590890169143677
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,0.5,256/128,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.4695069311845833,0.9568025906880696
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,2.0,64/128,iphone,0.46464646464646464,0.19166666666666668,0.31412718736662393,-0.006136145733460996,0.5426322075028704,1.687793493270874
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,0.5,256/128,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.47630251278628866,0.9568025906880696
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,2.0,64/128,Samsung,0.4731182795698925,0.18723404255319148,0.3294305057745918,-0.02866817155756185,0.4517191449743603,1.687793493270874
OCT,Sí­,Sí­,No,RGB,Alqudah,6,0.5,128/256,iphone,0.41414141414141414,0.2299242424242424,0.3608141112618724,0.08697726188583244,0.5055486884503797,0.7126513957977295
OCT,Sí­,Sí­,No,RGB,Alqudah,6,0.5,128/256,Samsung,0.3763440860215054,0.17889361702127662,0.3445878136200717,-0.024890746722401547,0.4567819041092376,0.7126513957977295
OCT,Sí­,Sí­,Sí­,RGB,Ghosh,13,1.0,256/1024/512,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5212836242092553,0.8873045126597087
OCT,Sí­,Sí­,No,RGB,Mobeen,3,1.0,32/64,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.48174905298241943,1.397059480349223
OCT,Sí­,Sí­,Sí­,RGB,Ghosh,13,1.0,256/1024/512,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.5176778966240427,0.8873045126597087
OCT,Sí­,Sí­,No,RGB,Mobeen,3,1.0,32/64,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.4961008287713719,1.397059480349223
OCT,Sí­,Sí­,No,RGB,Ghosh,13,0.5,256/1024/512,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.45250905011196024,1.1789098898569743
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,0.5,128/64,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.4903737873175754,0.8289377530415852
OCT,Sí­,Sí­,No,RGB,Ghosh,13,0.5,256/1024/512,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.46423380524250124,1.1789098898569743
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,0.5,128/64,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.5179666908674808,0.8289377530415852
OCT,Sí­,Sí­,No,RGB,Alqudah,6,2.0,0/0,iphone,0.45454545454545453,0.24659090909090908,0.3852769177846577,0.10196539559885776,0.5243240333434338,1.5645988782246907
OCT,Sí­,Sí­,No,RGB,Alqudah,6,2.0,0/0,Samsung,0.4731182795698925,0.2366808510638298,0.42326121839207664,0.08383594692400487,0.528163725913644,1.5645988782246907
OCT,Sí­,Sí­,Sí­,RGB,Ghosh,13,1.0,128/512/256,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5062502264762555,1.5319167494773864
OCT,Sí­,Sí­,No,RGB,Ghosh,13,0.5,128/512/256,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.44779443359222004,1.2196612238883973
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,2.0,128/256,iphone,0.48484848484848486,0.20984848484848487,0.3470489980662124,0.025101370921027155,0.5219855329659769,2.170007824897766
OCT,Sí­,Sí­,Sí­,RGB,Ghosh,13,1.0,128/512/256,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.40833681463028204,1.5319167494773864
OCT,Sí­,Sí­,No,RGB,Ghosh,13,0.5,128/512/256,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.5493594031799921,1.2196612238883973
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,4,2.0,128/256,Samsung,0.4838709677419355,0.19148936170212766,0.33199905815870023,-0.017783857729138042,0.5385349332984731,2.170007824897766
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,0.5,64/128,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5304241548085596,1.419039265314738
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,0.5,64/128,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.47300673233974494,1.419039265314738
OCT,Sí­,Sí­,No,RGB,Mobeen,3,1.0,64/128,iphone,0.40404040404040403,0.2244755244755245,0.33110275959883945,0.02193569993302069,0.4573902465178426,2.28968532482783
OCT,Sí­,Sí­,No,RGB,Mobeen,3,1.0,64/128,Samsung,0.44086021505376344,0.2644255319148936,0.40100760853379075,0.12168543407192156,0.5856210790665278,2.28968532482783
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,0.5,128/256,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5158532472998957,0.634050210316976
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,6,1.0,0/0,iphone,0.42424242424242425,0.19469696969696967,0.3350298854174823,-0.01529327096077715,0.5338644813228198,0.8862514654795329
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,0.5,128/256,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.49883720930232556,0.634050210316976
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,6,1.0,0/0,Samsung,0.45161290322580644,0.19370212765957445,0.3678694303043939,-0.00743415463041619,0.46787159654944777,0.8862514654795329
OCT,Sí­,Sí­,No,RGB,Ghosh,13,0.5,64/256/128,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.44611350784245946,1.1081321358680725
OCT,Sí­,Sí­,No,RGB,Ghosh,13,0.5,64/256/128,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.4612318039410212,1.1081321358680725
OCT,Sí­,Sí­,Sí­,RGB,Ghosh,13,1.0,64/256/128,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5032881969348205,1.4521354675292968
OCT,Sí­,Sí­,Sí­,RGB,Ghosh,13,1.0,64/256/128,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.5414530750186268,1.4521354675292968
OCT,Sí­,Sí­,No,RGB,Alqudah,6,2.0,512/256,iphone,0.40404040404040403,0.19895104895104895,0.32638563300842016,-0.029613960867265865,0.5112586204886603,2.483694378534953
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,6,1.0,512/256,iphone,0.43434343434343436,0.18409090909090908,0.31655925773572835,-0.026096612992781765,0.5032923223400154,1.0638040939966837
OCT,Sí­,Sí­,No,RGB,Mobeen,3,0.5,100/50,iphone,0.4444444444444444,0.18333333333333332,0.30695443645083936,-0.01699663802764273,0.49446247160928164,1.6338058114051819
OCT,Sí­,Sí­,No,RGB,Alqudah,6,2.0,512/256,Samsung,0.4838709677419355,0.22595744680851065,0.4142532805384002,0.0590219224283306,0.4334627342062391,2.483694378534953
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,6,1.0,512/256,Samsung,0.4731182795698925,0.19472340425531914,0.3716036536015724,0.04083350873500313,0.5338065872059937,1.0638040939966837
OCT,Sí­,Sí­,No,RGB,Mobeen,3,0.5,100/50,Samsung,0.5053763440860215,0.2,0.34176529743946776,0.00995140013885687,0.5520703321241582,1.6338058114051819
OCT,Sí­,Sí­,Sí­,RGB,Ghosh,13,1.0,128/256/512,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5865630752367477,0.8795846740404765
OCT,Sí­,Sí­,No,RGB,Ghosh,13,0.5,128/256/512,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5403598472510922,1.1276727636655173
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,2.0,512/256,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5,1.5138858000437418
OCT,Sí­,Sí­,Sí­,RGB,Ghosh,13,1.0,128/256/512,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.554217760698523,0.8795846740404765
OCT,Sí­,Sí­,No,RGB,Ghosh,13,0.5,128/256/512,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.4585400330136281,1.1276727636655173
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,2.0,512/256,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.5,1.5138858000437418
OCT,Sí­,Sí­,No,RGB,Ghosh,13,0.5,512/256/128,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5129665560986292,0.9536495765050252
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,6,1.0,128/64,iphone,0.29292929292929293,0.18266317016317016,0.28083108517891125,-0.046669687358405154,0.5311967741112126,1.2779310743014018
OCT,Sí­,Sí­,No,RGB,Ghosh,13,0.5,512/256/128,Samsung,0.5053763440860215,0.2,0.3393241167434715,0.0,0.39857751600307745,0.9536495765050252
OCT,Sí­,Sí­,Sí­,RGB,Alqudah,6,1.0,128/64,Samsung,0.34408602150537637,0.17812765957446808,0.3529183056999793,0.0073490813648292574,0.4198326229111329,1.2779310743014018
OCT,Sí­,Sí­,No,RGB,Alqudah,6,2.0,128/64,iphone,0.40404040404040403,0.24053030303030304,0.34381861302145905,0.0813148788927337,0.5007114020374186,1.6542638103167215
OCT,Sí­,Sí­,Sí­,RGB,Ghosh,13,1.0,512/256/128,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.5179050189885285,1.499398120244344
OCT,Sí­,Sí­,No,RGB,Alqudah,6,2.0,128/64,Samsung,0.3870967741935484,0.19438297872340424,0.34877160588808537,-0.010676835081029346,0.47322297036112754,1.6542638103167215
OCT,Sí­,Sí­,No,RGB,Rajagopalan,7,2.0,1024/512,iphone,0.48484848484848486,0.2,0.3166357452071738,0.0,0.4992836658705332,1.5167398969332377
